
 TIME =    0.0000000000000000     
 CHANNEL           19   ROD No.            1   SURF. No.            1
 NODE  AXIAL POS. (in) Q" (BTU/hr-ft**2) CHF (BTU/hr-ft**2)       DNBR  TONG FAC.
    9 0.2253484252E+02  0.6046385016E+05   0.1727145173E+07   28.56492    1.00000
    8 0.1930216535E+02  0.5668734863E+05   0.1743991981E+07   30.76510    1.00000
    7 0.1606948819E+02  0.5098567517E+05   0.1759774873E+07   34.51508    1.00000
    6 0.1283661417E+02  0.4400127698E+05   0.1774042883E+07   40.31799    1.00000
    5 0.9603740157E+01  0.3576046426E+05   0.1786441274E+07   49.95576    1.00000
    4 0.6371062992E+01  0.2667079998E+05   0.1796600530E+07   67.36208    1.00000
    3 0.3138385827E+01  0.1435538993E+05   0.1804258228E+07  125.68507    1.00000
    2 0.7610236220E+00  0.1128707065E+05   0.1808416795E+07  160.22021    1.00000

 TIME =    0.0000000000000000     
 CHANNEL           11   ROD No.            3   SURF. No.            4
 NODE  AXIAL POS. (in) Q" (BTU/hr-ft**2) CHF (BTU/hr-ft**2)       DNBR  TONG FAC.
   28 0.7750964567E+02  0.7908070094E+04   0.1726764076E+07  218.35468    1.00000
   27 0.7469153543E+02  0.1094126617E+05   0.1727475679E+07  157.88627    1.00000
   26 0.7151633858E+02  0.1964891199E+05   0.1729319673E+07   88.01096    1.00000
   25 0.6834114173E+02  0.2569999040E+05   0.1733957280E+07   67.46918    1.00000
   24 0.6600354331E+02  0.2850209787E+05   0.1740753281E+07   61.07457    1.00000
   23 0.6366594488E+02  0.3485034995E+05   0.1744631826E+07   50.06067    1.00000
   22 0.6049074803E+02  0.4103146498E+05   0.1754995900E+07   42.77195    1.00000
   21 0.5731555118E+02  0.4640503628E+05   0.1766619916E+07   38.06957    1.00000
   20 0.5414035433E+02  0.5126352744E+05   0.1779567281E+07   34.71410    1.00000
   19 0.5096515748E+02  0.5556841833E+05   0.1793865851E+07   32.28211    1.00000
   18 0.4778996063E+02  0.5862572177E+05   0.1809465199E+07   30.86470    1.00000
   17 0.4545236220E+02  0.5725178335E+05   0.1826018940E+07   31.89453    1.00000
   16 0.4311476378E+02  0.6304117166E+05   0.1833720972E+07   29.08767    1.00000
   15 0.3993956693E+02  0.6592735167E+05   0.1851683033E+07   28.08672    1.00000
   14 0.3676437008E+02  0.6730343124E+05   0.1870345137E+07   27.78974    1.00000
   13 0.3358917323E+02  0.6774033831E+05   0.1889343057E+07   27.89096    1.00000
   12 0.3041397638E+02  0.6715997787E+05   0.1908418335E+07   28.41601    1.00000
   11 0.2723877953E+02  0.6481817600E+05   0.1927265849E+07   29.73342    1.00000
   10 0.2490118110E+02  0.5905637123E+05   0.1945336383E+07   32.94033    1.00000
    9 0.2253484252E+02  0.6046385211E+05   0.1953111518E+07   32.30214    1.00000
    8 0.1930216535E+02  0.5668735023E+05   0.1970278177E+07   34.75693    1.00000
    7 0.1606948819E+02  0.5098567718E+05   0.1986272329E+07   38.95746    1.00000
    6 0.1283661417E+02  0.4400127929E+05   0.2000573642E+07   45.46626    1.00000
    5 0.9603740157E+01  0.3576046687E+05   0.2012824699E+07   56.28631    1.00000
    4 0.6371062992E+01  0.2667080230E+05   0.2022689533E+07   75.83910    1.00000
    3 0.3138385827E+01  0.1435539148E+05   0.2029967719E+07  141.40804    1.00000
    2 0.7610236220E+00  0.1128706975E+05   0.2033839734E+07  180.19201    1.00000

 TIME =    0.0000000000000000     
 CHANNEL           21   ROD No.            4   SURF. No.            1
 NODE  AXIAL POS. (in) Q" (BTU/hr-ft**2) CHF (BTU/hr-ft**2)       DNBR  TONG FAC.
   28 0.7750964567E+02  0.7437114027E+04   0.1544728194E+07  207.70533    1.00000
   27 0.7469153543E+02  0.1026494770E+05   0.1544362729E+07  150.45013    1.00000
   26 0.7151633858E+02  0.1851267554E+05   0.1544537214E+07   83.43133    1.00000
   25 0.6834114173E+02  0.2422915549E+05   0.1547099574E+07   63.85281    1.00000
   24 0.6600354331E+02  0.2690068273E+05   0.1551742248E+07   57.68412    1.00000
   23 0.6366594488E+02  0.3285133929E+05   0.1554948871E+07   47.33289    1.00000
   22 0.6049074803E+02  0.3866493733E+05   0.1564341252E+07   40.45891    1.00000
   21 0.5731555118E+02  0.4372568087E+05   0.1574196465E+07   36.00165    1.00000
   20 0.5414035433E+02  0.4829859411E+05   0.1584787285E+07   32.81229    1.00000
   19 0.5096515748E+02  0.5234527546E+05   0.1596322525E+07   30.49602    1.00000
   18 0.4778996063E+02  0.5523287844E+05   0.1608917876E+07   29.12971    1.00000
   17 0.4545236220E+02  0.5399473487E+05   0.1622555084E+07   30.05025    1.00000
   16 0.4311476378E+02  0.5937797257E+05   0.1629214470E+07   27.43803    1.00000
   15 0.3993956693E+02  0.6206886504E+05   0.1645397894E+07   26.50923    1.00000
   14 0.3676437008E+02  0.6335487151E+05   0.1661705023E+07   26.22853    1.00000
   13 0.3358917323E+02  0.6375321618E+05   0.1678160729E+07   26.32276    1.00000
